EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
17132,Barnes,Janice,F,Victoria,Dairy Person,Dairy,Victoria,Stores,37.535929496103435,4.174459869414429,24.043483450850054,Stores
17133,Richards,John,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,41.94250277963523,4.7257361242632445,59.348234804229456,Stores
17134,Higgins,Dawn,F,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,31.87626247398031,3.1297047753661276,11.680333728437603,Stores
17135,White,Dolores,F,Cranbrook,Produce Manager,Produce,Cranbrook,Stores,52.001064385253216,3.177186833099375,59.03226838286901,Stores
17136,Kaufmann,Patricia,F,Vancouver,Baker,Bakery,Vancouver,Stores,62.3579280555876,2.49018539406186,186.57097770333309,Stores
17137,Finney,Marion,F,Squamish,Baker,Bakery,Squamish,Stores,53.57451955830183,6.5324399418866035,103.06627615427819,Stores
17138,Bruns,John,M,Fort Nelson,Produce Clerk,Produce,Fort Nelson,Stores,44.167183807590504,5.9049302112323,137.42465399696223,Stores
17139,Polizzi,Anthony,M,Topley,Meat Cutter,Meats,Prince George,Stores,48.774062356148576,5.451379872197776,68.8168008903264,Stores
17140,Clark,Richard,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,39.1150135693592,2.78805648688297,28.33411251221006,Stores
17141,Jarrard,Linda,F,Vancouver,Baker,Bakery,Vancouver,Stores,37.612479912533836,3.4414659391851226,0.40115849679529986,Stores
17142,Ferrell,Andrew,M,Merritt,Shelf Stocker,Processed Foods,Kamloops,Stores,40.507299995184695,5.863884710582591,24.563175952762546,Stores
17143,Crossland,Scott,M,Lumby,Produce Manager,Produce,Vernon,Stores,44.36714752245422,4.611887626678343,65.6106356927579,Stores
17144,Crawford,Kenneth,M,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,63.33041641803828,2.467468973026446,134.0231509394179,Stores
17145,Terry,Stephen,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,23.979240243703348,5.488913186737621,0.0,Stores
17146,Emmanuel,Melody,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,64.00996249839409,4.004004307280811,160.35282730742043,Stores
17147,Terry,John,M,Vancouver,Baker,Bakery,Vancouver,Stores,42.76234203603516,1.1643648724734428,81.92124837327724,Stores
17148,Kelleher,Latonya,F,Richmond,Baker,Bakery,Richmond,Stores,45.609537134489656,7.2949577610454615,73.57713733421417,Stores
17149,McGee,Wendy,F,Vancouver,Baker,Bakery,Vancouver,Stores,31.439567908071627,3.1292512816470683,2.8444108815875473,Stores
17150,Gallagher,Nancy,F,Grand Forks,Cashier,Customer Service,Grand Forks,Stores,49.01060300436731,2.6262819107203796,72.99584260492057,Stores
17151,Schrupp,James,M,Penticton,Baker,Bakery,Kelowna,Stores,37.880959529399085,2.438941543884134,10.296013718279422,Stores
17152,Blakely,Karen,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45.110089244398715,5.492304917749735,110.25022672837008,Stores
17153,Herrera,James,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,49.053818740589,6.816708991676397,96.72002944825975,Stores
17154,Dunbar,Amanda,F,Oliver,Meat Cutter,Meats,Kelowna,Stores,39.26937534853252,0.022683328823595916,57.35657837056066,Stores
17155,Keyser,Trey,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38.493569095106594,6.423456645345265,34.899324226156416,Stores
17156,Mendoza,Roberta,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,31.381400147771593,4.611855190667094,0.0,Stores
17157,Mouzon,Charles,M,Surrey,Produce Clerk,Produce,Surrey,Stores,26.105298793577646,4.24526928678713,0.0,Stores
17158,Coley,Tony,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,50.02281445279415,6.082695356460035,96.59448936460485,Stores
17159,Meyer,Lois,F,Prince George,Dairy Person,Dairy,Prince George,Stores,54.02221735460971,1.5527643755080762,137.41523970079425,Stores
17160,Diamond,Kathleen,F,Richmond,Dairy Person,Dairy,Richmond,Stores,36.36888219455666,5.803553712868099,59.92476160877148,Stores
17161,Lane,Edward,M,Whistler,Cashier,Customer Service,Squamish,Stores,32.37774104017679,4.385359290547842,61.269529742514315,Stores
17162,Norton,Terry,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,40.54943986535871,5.332740471199484,38.59581995458582,Stores
17163,Jensen,Terri,F,Langley,Produce Clerk,Produce,Langley,Stores,32.37885961467273,6.3076562657603015,46.38873094421309,Stores
17164,McNish,Magaret,F,Victoria,Baker,Bakery,Victoria,Stores,34.34931851685542,4.456618386688892,0.0,Stores
17165,Howerton,Thomas,M,Williams Lake,Baker,Bakery,Williams Lake,Stores,31.34462233556331,4.668555960704882,1.5872182995278254,Stores
17166,Williams,Maria,F,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,59.18746571182804,5.065047637743435,129.47291466656537,Stores
17167,Licon,Amy,F,Lumby,Cashier,Customer Service,Vernon,Stores,40.21925655008882,1.981955745125932,45.34180436433061,Stores
17168,Johnson,Sandra,F,North Pender Island,Meat Cutter,Meats,Victoria,Stores,20.394028081177776,6.964890675520519,0.09413057191445279,Stores
17169,Valdez,Gabriela,F,Hixon,Baker,Bakery,Prince George,Stores,61.515947159747334,2.6274789298572103,159.1902770240824,Stores
17170,Luna,James,M,Prince George,Dairy Person,Dairy,Prince George,Stores,50.43247697709948,3.507461321924665,79.21952692436908,Stores
17171,Kelly,Mara,F,Richmond,Meat Cutter,Meats,Richmond,Stores,24.612454749125522,2.3774722310424763,1.0746378620659782,Stores
17172,Ruiz,Jamie,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,40.09471303688007,4.630582319493164,0.2832706848327033,Stores
17173,Swain,Shirley,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,52.421159503047804,5.274669757803438,103.98389645118122,Stores
17174,Cotton,Irene,F,North Vancouver,Processed Foods Manager,Processed Foods,North Vancouver,Stores,34.737676281642536,3.0592104523630113,0.0,Stores
17175,English,Jeffrey,M,Port Alberni,Cashier,Customer Service,Nanaimo,Stores,35.624015219049895,3.377485202757362,51.44447151543432,Stores
17176,Machen,Leatha,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,38.61841967904403,3.3861888522712853,51.682298820887,Stores
17177,Cooper,Terry,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,37.449513030598055,5.183200098776407,46.10094224710832,Stores
17178,Grenier,Tamara,F,Kamloops,Baker,Bakery,Kamloops,Stores,44.63961872943521,6.660518810709524,40.21444822153941,Stores
17179,Rochon,Heather,F,Surrey,Produce Clerk,Produce,Surrey,Stores,20.699940735735304,5.589263360167519,0.0,Stores
17180,Cape,Michael,M,Surrey,Dairy Person,Dairy,Surrey,Stores,33.85288560410562,8.15113771059382,0.4555535242849114,Stores
17181,Green,Anna,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,41.5335584654306,2.4885995371059133,67.8835204061357,Stores
17182,Sherman,Richard,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,46.87387787752769,5.352936593582445,24.50604133664603,Stores
17183,Jarnagin,Carolyn,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,22.057206927059145,2.86061780403106,0.9680024927460484,Stores
17184,Rivera,Dwayne,M,Courtenay,Dairy Person,Dairy,Nanaimo,Stores,49.114474678425054,5.6725148677497055,75.06658466247376,Stores
17185,Haggard,Jeffrey,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,26.641470513803153,5.193335497722204,0.0,Stores
17186,Read,Julius,M,Whistler,Shelf Stocker,Processed Foods,Squamish,Stores,36.202150036620345,5.615221992715992,30.183484986324313,Stores
17187,Stalcup,Nathan,M,Peachland,Meat Cutter,Meats,Kelowna,Stores,46.939239563868774,4.570767228175741,48.80698034813042,Stores
17188,Koenig,Adam,M,Richmond,Cashier,Customer Service,Richmond,Stores,29.30138887487652,6.489260391256807,30.605170226778327,Stores
17189,Taylor,Stephen,F,Granisle,Cashier,Customer Service,Terrace,Stores,34.72694546913118,3.2884106785901723,26.277947291037183,Stores
17190,Hoskins,Roberta,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,61.56691327943409,6.238958545335407,163.7542255655455,Stores
17191,Fitzgerald,Lisa,F,Jaffray,Dairy Person,Dairy,Cranbrook,Stores,53.48639246021629,5.070155687740462,118.48374203419095,Stores
17192,Robinson,Darlene,F,Langley,Cashier,Customer Service,Langley,Stores,39.68715635697839,4.8154483291502475,37.19996754186009,Stores
17193,Best,Joseph,M,Boston Bar,Produce Clerk,Produce,Chilliwack,Stores,22.49241515265181,4.205811155067465,0.0,Stores
17194,Thompson,James,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,50.87129620371131,5.512692209143616,130.85565930459563,Stores
17195,Rivas,Sarah,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,46.550626024256,2.8928087048359217,107.24679310531135,Stores
17196,Ackerman,Carrie,F,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,42.919503202630466,19.891113111096086,31.903508628928954,HeadOffice
17197,Nance,Elaine,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,55.51766926791372,7.712724982108354,126.4405504557128,HeadOffice
17198,Moore,Brittany,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,32.111207648500596,3.383437733301709,72.99162419145841,Stores
17199,Miller,Marion,F,Boston Bar,Dairy Person,Dairy,Chilliwack,Stores,43.78139836719326,6.817127142246781,63.1816278653795,Stores
17200,Small,Katherine,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,35.0445243921828,3.475977524752418,2.8716476482392546,Stores
17201,Johnson,Gloria,F,Pemberton,Meat Cutter,Meats,Squamish,Stores,36.280037789400225,4.897442849770922,49.02899626681992,Stores
17202,Whitman,Gail,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,19.279185037457488,2.5624838796317357,1.2401978819342128,Stores
17203,Harris,Thomas,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,53.72344146130587,5.469149364482858,98.66691632579328,Stores
17204,White,Kathy,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,40.09840096374712,2.7891988756622976,36.417966562887706,Stores
17205,Larose,Vonda,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,36.03697105575435,18.563753930104316,1.348875369352523,HeadOffice
17206,Rackers,Larry,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,50.89465472281449,5.953553755408083,87.4300362885254,Stores
17207,Sanders,Joi,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,46.61256017522716,4.581450859273819,96.77972779532442,Stores
17208,Bennett,Virgil,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,49.88673868840456,4.4938332695162835,36.18276502653512,Stores
17209,Woodruff,Christopher,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,34.77360089257226,3.9341505754569797,30.230740665726604,Stores
17210,Savoie,Helen,F,Kelowna,Cashier,Customer Service,Kelowna,Stores,51.12680034337573,5.782444866920774,113.3533266610554,Stores
17211,Renner,Walter,M,Iskut,Meat Cutter,Meats,Terrace,Stores,46.427527945139424,3.693754002717731,81.8051842430012,Stores
17212,Gillespie,John,M,Lumby,Produce Clerk,Produce,Vernon,Stores,41.093785646325266,2.547400571669458,23.403200582592486,Stores
17213,Pierce,Dorothy,F,Victoria,Meat Cutter,Meats,Victoria,Stores,30.821809770925995,3.661781464488109,80.86971231095474,Stores
17214,Moore,Tara,F,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,56.88149533839377,1.8026184245637444,121.92031756865273,Stores
17215,Nagle,George,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,48.83042933007406,5.63322007036927,100.35223805215003,Stores
17216,Lutes,Tony,M,Vancouver,Meats Manager,Meats,Vancouver,Stores,58.6650512955719,3.871649256162563,94.099627605555,Stores
17217,Anderson,Justin,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,40.691110451954486,6.2201255272447025,0.0,Stores
17218,Engelhardt,Teresa,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,36.261557593774256,7.411109715134839,22.529083959953127,Stores
17219,Ham,Brian,M,Dawson Creek,Baker,Bakery,Dawson Creek,Stores,47.98848346705782,4.672909167054717,109.8335080758121,Stores
17220,Duggan,Evelyn,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,56.43914782891982,6.264275740999383,198.69430471475246,Stores
17221,Ayers,Ruby,F,Crawford Bay,Produce Clerk,Produce,Cranbrook,Stores,53.67370568016568,6.7388290454092195,134.30733873205386,Stores
17222,Baxter,Noel,M,Mackenzie,Cashier,Customer Service,Prince George,Stores,46.293118631980676,3.2888505754760216,48.138347958457814,Stores
17223,Kirk,Margaret,F,Victoria,Meat Cutter,Meats,Victoria,Stores,41.291508823316995,4.117044190617057,27.496962647904994,Stores
17224,Branum,Laurie,F,Langley,Meat Cutter,Meats,Langley,Stores,24.89581449754191,4.100785879328363,27.881520245504134,Stores
17225,Pointer,Timothy,M,Duncan,Cashier,Customer Service,Quesnel,Stores,31.763478353145548,6.1544019985918395,53.8270207443113,Stores
17226,Thomas,Matthew,M,Quesnel,Meat Cutter,Meats,Quesnel,Stores,35.366230264135766,7.178237706820535,30.182351770376876,Stores
17227,Sellers,Herbert,M,Chilanko Forks,Baker,Bakery,Williams Lake,Stores,39.684979271069714,2.9389420135173028,34.749646516138725,Stores
17228,Peterson,Donna,F,Huntingdon,Produce Clerk,Produce,Abbotsford,Stores,40.942846287165686,6.1680606420075605,85.7508306344835,Stores
17229,Nguyen,Lawrence,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31.192734593722015,7.174129283879516,2.5656120402413607,Stores
17230,Washington,Jimmy,M,Mayne Island,Cashier,Customer Service,Victoria,Stores,59.22936933057198,4.545406063463374,119.02194224521348,Stores
17231,Porter,Joyce,F,Surrey,Meat Cutter,Meats,Surrey,Stores,43.369254085487164,4.414621498267667,68.53342839347532,Stores
17232,Hildebrand,Nicholas,M,Victoria,Produce Clerk,Produce,Victoria,Stores,53.10280580522894,3.966515794101389,115.52025624964365,Stores
17233,Roos,James,M,Vancouver,Trainer,Training,Vancouver,HumanResources,55.30692334093404,34.5792019563739,50.10585615014335,HeadOffice
17234,Jenkins,Kathryn,F,Comox,Produce Clerk,Produce,Nanaimo,Stores,42.33942628820101,1.9021826189307287,69.88301388539922,Stores
17235,Tindall,Tammy,F,Whistler,Meat Cutter,Meats,Squamish,Stores,40.86721893214401,3.190862600576978,26.062554612688395,Stores
17236,Doe,Elliot,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,36.19748653695624,5.008648409566933,29.524868169339303,Stores
17237,Zepeda,Danny,M,Penticton,Produce Clerk,Produce,Kelowna,Stores,41.28479269954359,5.976257680652468,45.33239819357659,Stores
17238,McCray,Robert,M,Tofino,Produce Clerk,Produce,Nanaimo,Stores,44.740346849497314,3.762084338326865,56.74408143031296,Stores
17239,Shaw,Rosalyn,F,New Westminister,Produce Clerk,Produce,New Westminister,Stores,33.50328994025348,3.275878617847475,19.479423680645745,Stores
17240,Hinkle,Kathleen,F,Chetwynd,Shelf Stocker,Processed Foods,Prince George,Stores,46.04478210845177,6.028518915600568,111.92835943512638,Stores
17241,Barajas,John,M,Kamloops,Baker,Bakery,Kamloops,Stores,16.288045078203012,4.293560415688667,0.0,Stores
17242,Patterson,Elizabeth,F,Courtenay,Dairy Person,Dairy,Nanaimo,Stores,46.7707823121887,6.991831454059841,100.32602526164877,Stores
17243,Shaw,Kevin,M,Victoria,Dairy Person,Dairy,Victoria,Stores,46.591710350976236,2.5557052579530897,46.10080117826834,Stores
17244,Ziegler,Leroy,M,Fort Nelson,Customer Service Manager,Customer Service,Fort Nelson,Stores,65.91038645411784,5.623759663348472,143.6032077794797,Stores
17245,Medina,Nellie,F,Hope,Shelf Stocker,Processed Foods,Chilliwack,Stores,33.354089520440574,3.418201184522374,17.305541623507903,Stores
17246,Ewell,Janet,F,Victoria,Produce Clerk,Produce,Victoria,Stores,34.100576165274546,5.450180250064127,9.351526923154026,Stores
17247,Vice,Charles,M,New Westminister,Cashier,Customer Service,New Westminister,Stores,46.3591934001224,6.007747832541229,114.7395603410129,Stores
17248,Young,Freda,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,33.92788959314918,3.241774786716058,18.654912485999844,Stores
17249,Jones,David,M,Enderby,Cashier,Customer Service,Vernon,Stores,40.01198517267563,2.334165266731877,51.29265359005992,Stores
17250,Bruner,Richard,M,Victoria,Baker,Bakery,Victoria,Stores,61.82765848189112,5.8265332664786165,168.70691026308162,Stores
17251,Clark,Joel,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,61.27861726595165,5.091374336743289,140.2546620323352,Stores
17252,Innocent,Diana,F,Haney,Cashier,Customer Service,Haney,Stores,57.01544749317057,4.211173451539397,131.38087878599174,Stores
17253,Crowe,Jessie,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,27.754047371073458,0.8956867861956204,1.3210423686151904,Stores
17254,Kearns,John,M,Crawford Bay,Meat Cutter,Meats,Cranbrook,Stores,36.525022029273146,5.586555958272923,0.0,Stores
17255,Hash,Yvonne,F,Victoria,Baker,Bakery,Victoria,Stores,44.0204713843102,5.311158626063827,99.68500260755474,Stores
17256,Parker,Linda,F,Cumberland,Meat Cutter,Meats,Victoria,Stores,32.11638221506282,4.108434741050219,38.74537101613357,Stores
17257,Arnold,Cristal,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,35.7960464046008,4.964130232034044,41.57192102060838,Stores
17258,Huggard,Jerry,M,Courtenay,Dairy Person,Dairy,Nanaimo,Stores,52.649697468235594,6.103357943727428,102.88917614906784,Stores
17259,Paez,Betty,F,Chilanko Forks,Baker,Bakery,Williams Lake,Stores,40.737193687067645,3.168235343379087,65.65412083673628,Stores
17260,Brewer,Patsy,F,Victoria,Meat Cutter,Meats,Victoria,Stores,34.49966999745192,5.7460462334600155,0.0,Stores
17261,Johnson,Susan,F,Surrey,Baker,Bakery,Surrey,Stores,46.63036363733465,3.671325715934386,101.35245791552579,Stores
17262,Paul,Micheal,M,Surrey,Baker,Bakery,Surrey,Stores,60.43955807756588,5.760611377025171,150.72762219545712,Stores
17263,Childers,Rene,M,Richmond,Produce Clerk,Produce,Richmond,Stores,62.15350849897766,3.565014677666565,140.8288661476703,Stores
17264,Jaramillo,Stacy,F,Elko,Baker,Bakery,Cranbrook,Stores,40.74374575078682,6.782508689439727,76.61873860026785,Stores
17265,Deluca,Michael,M,Duncan,Dairy Person,Dairy,Quesnel,Stores,45.04642110353532,3.3785594214337884,109.75926798140078,Stores
17266,Silverman,Martha,F,Vancouver,"Exec Assistant, Legal Counsel",Executive,Vancouver,Executive,53.84350158245656,6.4389275249300235,78.6377809435674,HeadOffice
17267,Littlefield,Lucy,F,Penticton,Shelf Stocker,Processed Foods,Kelowna,Stores,52.70250768174819,4.95832992840193,122.60025678306113,Stores
17268,Dennis,Chris,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,50.164113974012885,6.023755562843117,94.65458086383408,Stores
17269,Campbell,Helen,F,Prince George,Baker,Bakery,Prince George,Stores,41.27823266522325,5.0783562604695245,112.39758611694963,Stores
17270,Thigpen,Adam,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,42.9359129494535,0.0,62.79351406618196,Stores
17271,Drayton,Megan,F,Prince George,Baker,Bakery,Prince George,Stores,49.29644070057489,6.250872171986421,125.75607125043635,Stores
17272,Klass,Emanuel,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,59.711959437831574,3.6467121366140383,99.69619027008974,Stores
17273,Lewis,Alta,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.32982981907973,8.893870265347026,112.77874099417072,Stores
17274,Hunter,Tennille,F,Richmond,Baker,Bakery,Richmond,Stores,46.60883337333225,8.397500123360363,94.32754906180391,Stores
17275,Dixon,Patsy,F,Victoria,Meat Cutter,Meats,Victoria,Stores,47.25654922715975,2.962220120294116,57.706453675719544,Stores
17276,Jenkins,Raymond,M,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,34.8439123774066,4.126811650701695,13.959529779982116,Stores
17277,Iverson,Joe,M,Fort Langley,Dairy Person,Dairy,Langley,Stores,45.69557056182757,5.769650860493927,79.9690061567957,Stores
17278,Aiello,Arthur,M,Lakelse Lake,Dairy Person,Dairy,Terrace,Stores,41.236589823217265,3.615126098849486,48.06141898292094,Stores
17279,Broussard,Maureen,F,Mayne Island,Produce Clerk,Produce,Victoria,Stores,33.424323529391266,5.820960329164388,7.570212997129937,Stores
17280,Younger,James,M,Kamloops,Shelf Stocker,Processed Foods,Kamloops,Stores,50.37628144003938,4.747232056217074,113.39525224923325,Stores
17281,Hamilton,Colleen,F,Kelowna,Baker,Bakery,Kelowna,Stores,37.22929257782395,8.723843591260607,5.6894790910721795,Stores
17282,Carrington,Louise,F,Vancouver,Baker,Bakery,Vancouver,Stores,24.66563749378313,4.364823881238788,0.0,Stores
17283,Valencia,Mary,F,Victoria,Meat Cutter,Meats,Victoria,Stores,30.785581528137744,2.328836260159901,32.092913230332904,Stores
17284,McGlothin,Mariano,M,Elkford,Shelf Stocker,Processed Foods,Cranbrook,Stores,51.45014048355623,2.840905116493127,100.95030974184004,Stores
17285,Davis,Mary,F,Langley,Produce Clerk,Produce,Langley,Stores,29.158166332482402,4.762194325337168,21.879505333205692,Stores
17286,Phillips,Brittany,F,D'arcy,Cashier,Customer Service,Squamish,Stores,37.224724274353996,5.082023733945803,0.8755130013563228,Stores
17287,Horton,Kirk,M,Sorrento,Produce Clerk,Produce,Kamloops,Stores,49.26200134164719,2.0914346736950504,91.09691177647825,Stores
17288,Long,Gordon,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,55.3365829235819,3.477290044147947,137.64994056230054,Stores
17289,Moses,Dominique,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,47.74353154900126,4.862548235709607,67.50969617250388,Stores
17290,Reyes,Janet,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,46.552429601373646,3.732053077344527,103.66656467945737,Stores
17291,Aiello,Arthur,M,Lakelse Lake,Dairy Person,Dairy,Terrace,Stores,41.20173696964857,6.1593732925191915,52.29827420132103,Stores
17292,Clarke,Mickey,F,Victoria,Dairy Person,Dairy,Victoria,Stores,22.034258875715828,1.870990318964591,0.0,Stores
17293,Harrison,Donald,M,Richmond,Baker,Bakery,Richmond,Stores,36.787392956799096,8.842648162241945,57.13626962168847,Stores
17294,Davis,Victor,M,Mcleese Lake,Produce Clerk,Produce,Williams Lake,Stores,45.62814290780713,2.3296521674738537,77.76465456491508,Stores
17295,Addis,Eric,M,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,37.90042343133013,5.84627969516917,0.0,Stores
17296,Rouse,Thomas,M,Yale,Meat Cutter,Meats,Chilliwack,Stores,49.63380034921204,5.556485388223044,128.39702867339406,Stores
17297,Davis,Lori,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,52.46606249616608,5.122006741271138,59.04879051779593,HeadOffice
17298,Phillips,Joshua,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,37.581011978250835,6.8345467618901585,35.57250044878507,Stores
17299,Gray,Doug,M,Peachland,Dairy Person,Dairy,Kelowna,Stores,49.36266774202513,4.082458370469793,92.25363984193078,Stores
17300,Thomason,Sonya,F,Vancouver,Baker,Bakery,Vancouver,Stores,38.38299956980362,4.447880942658748,49.55039421755633,Stores
17301,McLemore,Robert,M,Cranbrook,Cashier,Customer Service,Cranbrook,Stores,32.73919804485863,4.943401808782401,0.5543609515362752,Stores
17302,Nicholas,William,M,Qualicum Beach,Dairy Person,Dairy,Nanaimo,Stores,47.75660007348573,7.051296232556221,87.36781507724643,Stores
17303,Estrada,Michael,M,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,42.31286068580179,4.159179314905228,46.69022822830226,Stores
17304,Osborne,Amy,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,37.640208021737244,4.701133455313813,50.56548295619624,Stores
17305,Williams,Lorena,F,Abbotsford,Baker,Bakery,Abbotsford,Stores,35.17068281188121,5.941023511190408,0.0,Stores
17306,Numbers,Tatiana,F,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,47.9033615898846,6.053769848362324,133.47960479067356,Stores
17307,Day,Herman,M,Castlegar,Dairy Person,Dairy,Trail,Stores,36.44866091519626,5.457760220396569,11.469268772252756,Stores
17308,Hernandez,Walter,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,55.75163901130289,11.706540069178109,0.8098815231792194,HeadOffice
17309,Tucker,David,M,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,36.750104634352674,4.795827940543162,10.083339388203015,Stores
17310,Fowler,Emma,F,Terrace,Produce Clerk,Produce,Terrace,Stores,41.28354734196442,3.291262079996714,27.508263641117914,Stores
17311,Alton,James,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38.98723328663871,5.146457817057595,22.994614301893392,Stores
17312,Jackson,Raymond,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,31.195503422989784,5.687931443932874,31.42833579565189,Stores
17313,Davis,Alberta,F,Richmond,Meat Cutter,Meats,Richmond,Stores,35.32184791647284,5.560739872370446,49.48404991364632,Stores
17314,Ruiz,Samuel,M,Victoria,Produce Clerk,Produce,Victoria,Stores,40.963861340320726,1.585142626735799,44.647484545968354,Stores
17315,Barragan,Beverly,F,Nimpo Lake,Store Manager,Store Management,Williams Lake,Stores,58.65341900020815,3.4663718758740796,103.83863910569735,Stores
17316,Alleman,Phillip,M,Prince George,Dairy Person,Dairy,Prince George,Stores,43.748731944091745,4.139507646997506,74.70707699405786,Stores
17317,Morissette,Mary,F,New Westminister,Shelf Stocker,Processed Foods,New Westminister,Stores,36.89849181289311,3.3679716394414885,57.96337783735034,Stores
17318,Branum,Laurie,F,Langley,Meat Cutter,Meats,Langley,Stores,27.876051406518634,2.1976098345961645,28.197257163314447,Stores
17319,Bowman,William,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,44.42017576791041,3.530979276699985,14.659525773326614,Stores
17320,Farley,Kristina,F,Elko,Baker,Bakery,Cranbrook,Stores,50.61160704572713,7.292205014076942,127.46063511051926,Stores
17321,Encinas,Thomas,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,47.31279502960014,5.437645484302846,70.52857907661122,Stores
17322,Martin,James,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,27.359085212251504,4.996001713767738,0.7669499902703387,Stores
17323,Anthony,Cornelia,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.98038566580981,6.777252076784144,84.92670437959549,Stores
17324,Williamson,John,M,Duncan,Produce Clerk,Produce,Quesnel,Stores,44.4976877343218,7.664804251403803,46.602271883154096,Stores
17325,Arroyo,Morton,M,Lake Cowichan,Cashier,Customer Service,Victoria,Stores,29.120990822047137,4.5886088622163745,0.0,Stores
17326,Lucas,Julie,F,Vancouver,Baker,Bakery,Vancouver,Stores,46.69796793140874,6.196248085786394,96.44702937783259,Stores
17327,Yohe,Rodney,M,Oliver,Dairy Person,Dairy,Kelowna,Stores,38.76904880115237,2.0715093683572006,48.21860347073775,Stores
17328,Smith,Ross,M,Victoria,Cashier,Customer Service,Victoria,Stores,36.99105807842073,0.2935193800720497,13.676136848828298,Stores
17329,Green,Virginia,F,Kamloops,Baker,Bakery,Kamloops,Stores,43.326242594128985,7.6726635723106975,96.97444281148033,Stores
